text,label,
"No cap, the membership canceling was kinda unprofessional.",Dissatisfied,
Absolutely ridiculous! billing error is still unresolved after 1 days. Do I need to beg now?,Highly Dissatisfied,
The experience was much better once the delays were sorted out.great work!,Satisfied,
I appreciate the quick action to make sure my order was delivered on time.,Satisfied,
I'm fed up with this! Fix this billing error already.it's not rocket science!,Highly Dissatisfied,
information about editing purchase ,Neutral,
"This is the second follow-up I've made about my billing issue, and it's yet to be resolved.",Dissatisfied,
I shouldn't have to deal with this much trouble for a refund. Fix it!,Highly Dissatisfied,
 Getting a refund should be much simpler than this.,Dissatisfied,
"Not the worst experience, but customer service rudeness has left me dissatisfied. Do better.",Dissatisfied,
It was an average experience dealing with return process.,Neutral,
Frustrated with automated replies. I just want this issue resolved!,Dissatisfied,
Expected,Neutral,
"I've had to follow up twice about this billing mistake, and it's still not fixed.",Dissatisfied,
"I've had enough! I paid for delivery, and now this is what I get? Ridiculous!",Highly Dissatisfied,
"This delivery is lowkey delayed, I?m out here waiting like it?s 2010 internet speed.",Slightly Dissatisfied,
This could have been resolved much faster. service activation delay took way too long.,Dissatisfied,
Truly satisfied with the support.,Satisfied,
"I want to edit order  , will you help me?",Neutral,
Why is resolving this billing issue taking so long? It's beyond frustrating!,Highly Dissatisfied,
This could have been resolved much faster. long wait times took way too long.,Dissatisfied,
"The overbilling was okay, but it could've been better in some aspects.",Neutral,
Why is it so hard to get a simple long wait times for support resolved? Unacceptable service!,Highly Dissatisfied,
"I'm beyond angry. Paid for website bugs, and now this? So done with this crap.",Highly Dissatisfied,
assistance cancelling order ,Neutral,
"I no longer want purchase , can you cancel it?",Neutral,
"I'm beyond angry. Paid for product malfunction, and now this? So done with this crap.",Highly Dissatisfied,
"It's been decent, but the long wait times were a noticeable drawback.",Neutral,
Could you let me know the current progress of my refund request?,Neutral,
I feel let down by how my damaged item issue was dealt with. Fix it promptly.,Dissatisfied,
need help swapping a item of purchase ,Neutral,
Happy with the prompt handling of my cancellation issue.great work!,Satisfied,
Totally impressed by this,Satisfied,
This delay has made me lose confidence in your service.,Dissatisfied,
ihave bought some damn product cancel order ,Neutral,
"Bruh, this isn't what I ordered. Major letdown.",Dissatisfied,
"Absolutely love it! Minor delay in delivery, but you made up for it with great quality.",Satisfied,
Shipping was way too expensive for what I got.,Dissatisfied,
Excellent work! The service activation delay was fixed sooner than I expected.,Satisfied,
What kind of service are you running here? This is beyond bad!,Highly Dissatisfied,
wanna delete some items from purchase ,Neutral,
"I have to correct order , could you help me?",Neutral,
I am extremely frustrated with account setup. This is unacceptable!,Highly Dissatisfied,
"This is outrageous! I've been waiting for 6 days, and still no update on my long wait times for support.",Highly Dissatisfied,
I don't have strong feelings about technical support delays. It was neither bad nor good.,Neutral,
Absolutely ridiculous! missing items in order is still unresolved after 6 days. Do I need to beg now?,Highly Dissatisfied,
Thank you for fixing the damaged item so quickly!,Satisfied,
"Flawless service, couldn't ask for more. Thank you!",Satisfied,
Superb,Positive,
I feel like this could have been resolved in a better way.,Dissatisfied,
Why is my order delayed for 5 days without any updates? This is infuriating!,Highly Dissatisfied,
"This is unbelievable! I've been asking for clarity on my service activation delay, but I'm getting no answers!",Highly Dissatisfied,
"It's been decent so far. damaged item received wasn't perfect, but it wasn't a disaster either.",Neutral,
This is beyond frustrating! I paid for delivery and now I have to deal with this crap!,Highly Dissatisfied,
"I prefer not to be overly critical, but the professionalism in canceling my membership could be improved.",Dissatisfied,
"The issue was resolved, but I wish they had sent the right item initially.",Slightly Dissatisfied,
No confirmation for my payment. Why is this taking so long?,Dissatisfied,
"Five days later, and still no sign of my order? This is ridiculous!",Highly Dissatisfied,
i amde a mistake i wanna edit order ,Neutral,
Shipping speed wasn't exactly on fleek this time.,Slightly Dissatisfied,
I'm not satisfied with the way my damaged item case was managed. Please address it.,Dissatisfied,
I had higher expectations for this experience.,Dissatisfied,
unexpected charges was handled perfectly. Appreciate the prompt service!,Satisfied,
I feel like more attention could have been paid to my issue.,Dissatisfied,
This refund situation is a complete nightmare. Fix it now!,Highly Dissatisfied,
The experience was seamless after the cancellation issue was resolved.,Satisfied,
"I didn't face any significant problems with cancelling my subscription, but it wasn't exceptional.",Neutral,
I am not happy with return process.,Dissatisfied,
Stellar,Positive,
The process of subscription cancellation didn't leave any lasting impression.,Neutral,
"Shitty service, not worth it.",Dissatisfied,
"Delivery vibes were weak, felt like it was in snail mode.",Slightly Dissatisfied,
"refund processing was handled very well, I'm satisfied.",Satisfied,
"Good enough, I guess",Neutral,
It was an average experience dealing with communication issues.,Neutral,
I'm very unhappy with how delayed the delivery was.,Dissatisfied,
"The account login problem is inconvenient. Could you fix this promptly, please?",Dissatisfied,
 I wasn't happy with how long the refund took.,Dissatisfied,
Do you even have a support team? This is the worst service I've encountered!,Highly Dissatisfied,
You've got to be fucking kidding me,Highly Dissatisfied,
"The package was late, which wasn't ideal.",Slightly Dissatisfied,
There's room for improvement here. damaged item received didn't meet my expectations.,Slightly Dissatisfied,
"The job got done, but the updates were underwhelming.",Slightly Dissatisfied,
I expected this to be handled faster. I'm a bit let down.,Slightly Dissatisfied,
Completely out of line,Highly Dissatisfied,
This is the worst experience ever. service activation delay has been mishandled again and again.,Highly Dissatisfied,
"Bruh, why's returning something gotta be this hard?",Dissatisfied,
"The experience was decent, though the long wait times were a bit of a hassle.",Neutral,
I'm not happy with the way my damaged item received was handled. Please fix this.,Dissatisfied,
"Bruh, this is unacceptable. How hard is it to fix a simple product malfunction?",Highly Dissatisfied,
Why does your system feel like it's from 2010? Get with the times.,Dissatisfied,
I'm so thankful for the way my complaint was managed.,Satisfied,
"Support finally helped after a lot of back and forth, but it was exhausting.",Slightly Dissatisfied,
Eight days of waiting for an update is beyond frustrating. Do better!,Highly Dissatisfied,
The team delivered great support in fixing my login problem.,Satisfied,
"I want to edit order , help me",Neutral,
"Honestly, that whole canceling process was a little sus.",Dissatisfied,
The login issue is making access inconvenient. I'd appreciate your quick help.,Dissatisfied,
"This is outrageous! I've been waiting for 3 days, and still no update on my damaged item received.",Highly Dissatisfied,
"I expected faster service, but this is taking way longer.",Slightly Dissatisfied,
How do you keep failing at the same thing? This is absolutely ridiculous!,Highly Dissatisfied,
i dont want oredr ,Neutral,
I can't believe I wasted my money,Dissatisfied,
"I have to modigy purchase , help me",Neutral,
Why is it so hard to get a clear answer about these unexpected charges? This service is ridiculous!,Highly Dissatisfied,
Absolutely ridiculous! website bugs is still unresolved after 11 days. Do I need to beg now?,Highly Dissatisfied,
I cannot modify purchase ,Neutral,
I'm at my breaking point! Your support team is failing miserably on this overbilling issue.,Highly Dissatisfied,
"Not feeling the return flow, so yeah, not fully happy with it.",Slightly Dissatisfied,
question about changing purchaes ,Neutral,
You guys dropped the ball on this.,Dissatisfied,
"It's okay, not bad",Neutral,
"Things have been decent, but the long wait times were definitely noticeable.",Neutral,
I'm not happy with the way my service activation delay was handled. Please fix this.,Dissatisfied,
